"Date","Price","Open","High","Low","Change %"
"Oct 05, 2016","6.6716","6.6685","6.6716","6.6685","0.00"
"Oct 04, 2016","6.6716","6.6685","6.6716","6.6685","0.00"
"Oct 03, 2016","6.6716","6.6685","6.6716","6.6685","0.00"
"Sep 30, 2016","6.6716","6.6650","6.6739","6.6635","0.06"
"Sep 29, 2016","6.6673","6.6730","6.6753","6.6628","-0.12"
"Sep 28, 2016","6.6752","6.6696","6.6755","6.6652","0.08"
"Sep 27, 2016","6.6701","6.6683","6.6708","6.6650","0.02"
"Sep 26, 2016","6.6689","6.6726","6.6732","6.6683","-0.01"
"Sep 23, 2016","6.6694","6.6656","6.6715","6.6630","0.07"
"Sep 22, 2016","6.6648","6.6620","6.6732","6.6620","-0.11"
"Sep 21, 2016","6.6721","6.6716","6.6759","6.6694","0.00"
"Sep 20, 2016","6.6720","6.6681","6.6745","6.6650","0.05"
"Sep 19, 2016","6.6685","6.6706","6.6755","6.6604","-0.07"
"Sep 16, 2016","6.6734","6.6707","6.6734","6.6707","0.00"
"Sep 15, 2016","6.6734","6.6707","6.6734","6.6707","0.00"
"Sep 14, 2016","6.6734","6.6796","6.6822","6.6680","-0.09"
"Sep 13, 2016","6.6794","6.6796","6.6814","6.6750","-0.01"
"Sep 12, 2016","6.6801","6.6770","6.6823","6.6752","0.03"
"Sep 09, 2016","6.6781","6.6660","6.6843","6.6660","0.21"
"Sep 08, 2016","6.6643","6.6621","6.6691","6.6558","0.03"
"Sep 07, 2016","6.6625","6.6726","6.6751","6.6592","-0.19"
"Sep 06, 2016","6.6755","6.6766","6.6904","6.6722","-0.02"
"Sep 05, 2016","6.6766","6.6790","6.6822","6.6736","-0.06"
"Sep 02, 2016","6.6805","6.6747","6.6832","6.6728","0.13"
"Sep 01, 2016","6.6715","6.6776","6.6808","6.6713","-0.12"
"Aug 31, 2016","6.6793","6.6780","6.6823","6.6758","-0.03"
"Aug 30, 2016","6.6812","6.6758","6.6837","6.6718","0.05"
"Aug 29, 2016","6.6777","6.6750","6.6808","6.6698","0.09"
"Aug 26, 2016","6.6719","6.6591","6.6723","6.6536","0.19"
"Aug 25, 2016","6.6593","6.6562","6.6638","6.6508","0.00"
"Aug 24, 2016","6.6591","6.6405","6.6598","6.6378","0.27"
"Aug 23, 2016","6.6409","6.6503","6.6542","6.6375","-0.15"
"Aug 22, 2016","6.6507","6.6628","6.6691","6.6431","-0.04"
"Aug 19, 2016","6.6532","6.6297","6.6551","6.6297","0.33"
"Aug 18, 2016","6.6312","6.6328","6.6350","6.6186","-0.05"
"Aug 17, 2016","6.6343","6.6240","6.6365","6.6209","0.14"
"Aug 16, 2016","6.6253","6.6370","6.6410","6.6135","-0.19"
"Aug 15, 2016","6.6380","6.6431","6.6491","6.6350","0.04"
"Aug 12, 2016","6.6353","6.6398","6.6490","6.6308","0.11"
"Aug 11, 2016","6.6277","6.6306","6.6438","6.6274","-0.16"
"Aug 10, 2016","6.6380","6.6530","6.6564","6.6258","-0.27"
"Aug 09, 2016","6.6557","6.6597","6.6662","6.6522","-0.09"
"Aug 08, 2016","6.6614","6.6585","6.6661","6.6570","0.08"
"Aug 05, 2016","6.6564","6.6388","6.6566","6.6370","0.22"
"Aug 04, 2016","6.6418","6.6320","6.6471","6.6300","0.11"
"Aug 03, 2016","6.6342","6.6239","6.6361","6.6237","0.11"
