Date,Price,Open,High,Low,Change %
"Dec 30, 2016",0.810504133571,0.815660685155,0.807167648721,0.816859990198,0.61
"Dec 29, 2016",0.815461143277,0.818196694485,0.814332247557,0.819269211863,0.3
"Dec 28, 2016",0.817929003762,0.81519523926,0.813140348024,0.819873739444,-0.37
"Dec 27, 2016",0.814929508598,0.814133355044,0.813669650122,0.817260542661,-0.14
"Dec 26, 2016",0.813802083333,0.815527646387,0.812083807049,0.815860324712,-0.03
"Dec 23, 2016",0.813537260007,0.814332247557,0.812942037233,0.817929003762,0.07
"Dec 22, 2016",0.814133355044,0.809782168597,0.807819694644,0.814796708221,-0.57
"Dec 21, 2016",0.809454427716,0.808930593755,0.80690712499,0.811622433244,-0.11
"Dec 20, 2016",0.808603541684,0.806516654569,0.805542129853,0.812281699293,-0.27
"Dec 19, 2016",0.806451612903,0.800576415019,0.799744081894,0.809519954667,-0.78
"Dec 16, 2016",0.800192046091,0.805347507449,0.798785845515,0.807819694644,0.63
"Dec 15, 2016",0.805217811418,0.796431984709,0.795418390073,0.808276753961,-1.16
"Dec 14, 2016",0.795861520096,0.790014220256,0.786101721563,0.798275724435,-0.73
"Dec 13, 2016",0.790014220256,0.789079144638,0.785607667531,0.790576330145,-0.17
"Dec 12, 2016",0.788643533123,0.79554494829,0.787153652393,0.796749263007,0.83
"Dec 09, 2016",0.795165394402,0.794533608772,0.792204705696,0.796939751355,-0.08
"Dec 08, 2016",0.794533608772,0.792141951838,0.787029749725,0.797130330809,-0.29
"Dec 07, 2016",0.792267469498,0.788892395077,0.788332676389,0.795734861144,-0.43
"Dec 06, 2016",0.788830164866,0.78573112281,0.782717595492,0.790326404805,-0.44
"Dec 05, 2016",0.785360873321,0.785854616896,0.784559861917,0.792204705696,0.03
"Dec 02, 2016",0.785607667531,0.794281175536,0.784498313329,0.795861520096,1.08
"Dec 01, 2016",0.794091955848,0.799744081894,0.787587619123,0.800128020483,0.7
"Nov 30, 2016",0.799680127949,0.80064051241,0.798466943469,0.805412371134,0.12
"Nov 29, 2016",0.80064051241,0.80567193039,0.798275724435,0.807493540052,0.6
"Nov 28, 2016",0.805477245268,0.802053256336,0.797893560999,0.807623970279,-0.49
"Nov 25, 2016",0.801538954793,0.803341902314,0.800576415019,0.805607024893,0.19
"Nov 24, 2016",0.803083841953,0.804052424218,0.80006400512,0.80664676938,0.1
"Nov 23, 2016",0.8038585209,0.804958544635,0.801924619086,0.809257910496,0.13
"Nov 22, 2016",0.804893754024,0.800320128051,0.799105002397,0.807689201195,-0.55
"Nov 21, 2016",0.800448251021,0.810110174984,0.799105002397,0.812479688008,1.19
"Nov 18, 2016",0.809978940548,0.805412371134,0.803987779386,0.813206473124,-0.56
"Nov 17, 2016",0.805412371134,0.803793907242,0.79955225074,0.80612656187,-0.22
"Nov 16, 2016",0.803664711083,0.802954873936,0.799744081894,0.805931656995,-0.1
"Nov 15, 2016",0.802825947335,0.800961153384,0.798020908148,0.807884957182,-0.25
"Nov 14, 2016",0.800832866181,0.794218092288,0.792769938164,0.803923144947,-0.91
"Nov 11, 2016",0.793524837327,0.796685787126,0.788954635108,0.798658254133,0.37
"Nov 10, 2016",0.796495420151,0.806191551113,0.794596742153,0.80821142811,1.2
"Nov 09, 2016",0.806061583105,0.808342090373,0.796876245119,0.809782168597,0.2
"Nov 08, 2016",0.807689201195,0.807102502018,0.803600128576,0.809192425959,-0.14
"Nov 07, 2016",0.806581706727,0.799296618975,0.798275724435,0.807950230266,-0.97
"Nov 04, 2016",0.798785845515,0.802568218299,0.796241738992,0.803470994697,0.46
"Nov 03, 2016",0.802439415824,0.813008130081,0.800256081946,0.813471081103,1.29
"Nov 02, 2016",0.812809883768,0.81719375664,0.809061488673,0.818464560485,0.49
"Nov 01, 2016",0.816793269623,0.8173273396,0.814199641752,0.819403474271,-0.01
"Oct 31, 2016",0.816726559948,0.821220333415,0.816259897151,0.823655382588,0.48
"Oct 28, 2016",0.820681165367,0.822436055597,0.818531554391,0.825627476882,0.18
"Oct 27, 2016",0.822165584149,0.816526496285,0.814929508598,0.823248538734,-0.69
"Oct 26, 2016",0.816459830176,0.820546483958,0.816259897151,0.822909809085,0.49
"Oct 25, 2016",0.820479159829,0.8173273396,0.816659861168,0.827746047513,-0.42
"Oct 24, 2016",0.817060217338,0.818330605565,0.816126662858,0.820883270399,0.03
"Oct 21, 2016",0.8173273396,0.816193274567,0.815461143277,0.821760210371,-0.14
"Oct 20, 2016",0.816193274567,0.814133355044,0.813008130081,0.819134993447,-0.28
"Oct 19, 2016",0.813934559661,0.813537260007,0.810766985568,0.816193274567,-0.09
"Oct 18, 2016",0.813206473124,0.821085474998,0.811227387037,0.821490183192,0.93
"Oct 17, 2016",0.820748522653,0.820613819137,0.819403474271,0.824130542278,-0.02
"Oct 14, 2016",0.820546483958,0.815860324712,0.815461143277,0.821962847279,-0.55
"Oct 13, 2016",0.815993472052,0.819269211863,0.81466395112,0.824402308326,0.38
"Oct 12, 2016",0.819134993447,0.825082508251,0.811161583387,0.826309700876,0.7
"Oct 11, 2016",0.824878330446,0.808996035919,0.807950230266,0.82740360748,-1.94
"Oct 10, 2016",0.808865162177,0.804505229284,0.803019352766,0.810241451953,-0.57
"Oct 07, 2016",0.804246421103,0.792769938164,0.792016473943,0.873362445415,-1.44
"Oct 06, 2016",0.792644261256,0.784682988073,0.783637645953,0.793713786808,-1.04
"Oct 05, 2016",0.784375245117,0.78573112281,0.782962730974,0.788456989671,0.16
"Oct 04, 2016",0.785669390321,0.778816199377,0.777484061577,0.786472670075,-0.9
"Oct 03, 2016",0.778634275481,0.772916988715,0.772320049428,0.780335544284,-1.02
"Sep 30, 2016",0.77065351418,0.771188401326,0.767872226062,0.773096250483,0.05
"Sep 29, 2016",0.77101002313,0.76840325803,0.765696784074,0.772200772201,-0.38
"Sep 28, 2016",0.768108149627,0.767990169726,0.767283050717,0.770594128073,-0.02
"Sep 27, 2016",0.767931193365,0.770831727434,0.767636447379,0.773156022885,0.36
"Sep 26, 2016",0.770712909441,0.772141147402,0.769941484447,0.774353414899,0.01
"Sep 23, 2016",0.770772313858,0.765169485041,0.763941940413,0.774473358116,-0.8
"Sep 22, 2016",0.76464291176,0.767400813445,0.761904761905,0.767872226062,0.39
"Sep 21, 2016",0.767636447379,0.770000770001,0.766400980993,0.77261840377,0.29
"Sep 20, 2016",0.769882208022,0.76757752533,0.765462339253,0.772499034376,-0.29
"Sep 19, 2016",0.767636447379,0.769645193566,0.763766898343,0.769822940724,0.2
"Sep 16, 2016",0.769171602184,0.755572346052,0.754432289702,0.769704433498,-1.79
"Sep 15, 2016",0.755401117994,0.755800770917,0.753068755177,0.758840491729,0.02
"Sep 14, 2016",0.755572346052,0.75820759724,0.755172934602,0.761266747868,0.3
"Sep 13, 2016",0.757862826828,0.749906261717,0.749400479616,0.759589821496,-1.07
"Sep 12, 2016",0.749737591843,0.753693096171,0.749007564976,0.755629439323,0.54
"Sep 09, 2016",0.753749905781,0.752219046186,0.749568997826,0.755458185389,-0.22
"Sep 08, 2016",0.75210589651,0.749737591843,0.74755176796,0.753012048193,-0.31
"Sep 07, 2016",0.749737591843,0.744213738186,0.74399226248,0.75097626915,-0.75
"Sep 06, 2016",0.744102983853,0.75182317119,0.743660295977,0.752332229913,1.01
"Sep 05, 2016",0.751653638004,0.752162467093,0.747440017939,0.752671985549,0.08
"Sep 02, 2016",0.752275633792,0.753749905781,0.748727163822,0.754716981132,0.19
"Sep 01, 2016",0.753693096171,0.7611508601,0.750863493017,0.761962816215,0.99
"Aug 31, 2016",0.7611508601,0.764759865402,0.759993920049,0.765462339253,0.42
"Aug 30, 2016",0.764350684094,0.762892889838,0.762137032238,0.765814060346,-0.15
"Aug 29, 2016",0.763184003663,0.761498629302,0.76103500761,0.765931372549,-0.27
"Aug 26, 2016",0.761092929447,0.75820759724,0.752955349748,0.762311327946,-0.39
"Aug 25, 2016",0.75809263892,0.755800770917,0.753920386007,0.759647523549,-0.32
"Aug 24, 2016",0.755686541223,0.75809263892,0.753352418261,0.759993920049,0.28
"Aug 23, 2016",0.757805395574,0.761498629302,0.756715853197,0.761846716441,0.43
"Aug 22, 2016",0.761092929447,0.765814060346,0.759993920049,0.767695378474,0.49
"Aug 19, 2016",0.764818355641,0.759243793182,0.758380100106,0.768049155146,-0.71
"Aug 18, 2016",0.759416767922,0.766812361015,0.759070897222,0.767400813445,0.97
"Aug 17, 2016",0.766753565404,0.766694778809,0.7640003056,0.77065351418,-0.02
"Aug 16, 2016",0.766577232656,0.776578395589,0.766166104812,0.77688004972,1.28
"Aug 15, 2016",0.776397515528,0.774053719328,0.772499034376,0.77742361813,-0.33
"Aug 12, 2016",0.773814129846,0.771902740255,0.766929979293,0.77519379845,-0.25
"Aug 11, 2016",0.771902740255,0.76893502499,0.76757752533,0.773156022885,-0.43
"Aug 10, 2016",0.768580431942,0.769053295393,0.763591936469,0.769941484447,0.07
"Aug 09, 2016",0.769112444239,0.766988801963,0.766107408259,0.771962328238,-0.28
"Aug 08, 2016",0.766929979293,0.765990042129,0.763533633657,0.767754318618,-0.26
"Aug 05, 2016",0.764935362962,0.763067531477,0.758840491729,0.768108149627,-0.27
"Aug 04, 2016",0.762892889838,0.750525367757,0.749119784254,0.763417054737,-1.65
"Aug 03, 2016",0.750300120048,0.748783227256,0.747775368279,0.753125470703,-0.22
"Aug 02, 2016",0.748671108782,0.758782912209,0.748166990872,0.759359100919,1.36
"Aug 01, 2016",0.758840491729,0.75591503515,0.753238927388,0.759878419453,-0.4
"Jul 29, 2016",0.755800770917,0.759647523549,0.751597143931,0.76074553062,0.5
"Jul 28, 2016",0.759589821496,0.756544106521,0.754773945203,0.762485703393,-0.42
"Jul 27, 2016",0.756372437788,0.761556621735,0.755572346052,0.765110941086,0.68
